timestamp,day,nday,tag,region
8/5/08 23:31,8/5/08,39665,982000088068712,21
8/5/08 23:31,8/5/08,39665,982000088068712,11
8/5/08 23:31,8/5/08,39665,982000088068712,11
8/5/08 23:31,8/5/08,39665,982000088068712,11
8/6/08 5:58,8/6/08,39666,982000088068712,11
8/7/08 5:56,8/7/08,39667,982000088068712,11
8/7/08 5:56,8/7/08,39667,982000088068712,11
8/7/08 6:01,8/7/08,39667,982000088068712,12
8/7/08 23:42,8/7/08,39667,982000088068712,22
8/7/08 23:42,8/7/08,39667,982000088068712,22
8/7/08 23:45,8/7/08,39667,982000088068712,21
8/8/08 0:30,8/8/08,39668,982000088068712,11
8/8/08 22:57,8/8/08,39668,982000088068712,11
8/9/08 5:32,8/9/08,39669,982000088068712,11
8/10/08 23:16,8/10/08,39670,982000088068712,11
8/11/08 3:46,8/11/08,39671,982000088068712,11
8/11/08 23:13,8/11/08,39671,982000088068712,11
8/12/08 6:04,8/12/08,39672,982000088068712,11
8/12/08 22:40,8/12/08,39672,982000088068712,11
8/12/08 22:40,8/12/08,39672,982000088068712,11
8/13/08 6:28,8/13/08,39673,982000088068712,11
8/13/08 6:28,8/13/08,39673,982000088068712,11
8/13/08 22:49,8/13/08,39673,982000088068712,11
8/14/08 6:47,8/14/08,39674,982000088068712,11
8/14/08 22:53,8/14/08,39674,982000088068712,11
8/15/08 6:15,8/15/08,39675,982000088068712,11
8/15/08 22:40,8/15/08,39675,982000088068712,11
8/16/08 7:05,8/16/08,39676,982000088068712,11
8/16/08 22:51,8/16/08,39676,982000088068712,11
8/16/08 22:51,8/16/08,39676,982000088068712,11
8/16/08 22:52,8/16/08,39676,982000088068712,11
8/17/08 6:12,8/17/08,39677,982000088068712,11
8/17/08 23:17,8/17/08,39677,982000088068712,11
8/17/08 23:22,8/17/08,39677,982000088068712,11
8/17/08 23:46,8/17/08,39677,982000088068712,11
8/19/08 7:36,8/19/08,39679,982000088068713,first read
8/18/08 23:03,8/18/08,39678,982000088068715,first read
8/3/08 1:12,8/3/08,39663,982000088068716,first read
8/9/08 23:53,8/9/08,39669,982000088068740,first read
8/10/08 0:00,8/10/08,39670,982000088068740,21
8/10/08 0:07,8/10/08,39670,982000088068740,11
8/10/08 0:21,8/10/08,39670,982000088068740,12
8/10/08 0:32,8/10/08,39670,982000088068740,22
8/10/08 0:32,8/10/08,39670,982000088068740,22
8/10/08 0:33,8/10/08,39670,982000088068740,21
8/10/08 6:37,8/10/08,39670,982000088068740,11
8/10/08 22:58,8/10/08,39670,982000088068740,11
8/10/08 23:04,8/10/08,39670,982000088068740,11
8/10/08 23:13,8/10/08,39670,982000088068740,12
8/11/08 23:17,8/11/08,39671,982000088068740,22
8/11/08 23:18,8/11/08,39671,982000088068740,22
8/11/08 23:18,8/11/08,39671,982000088068740,22
8/11/08 23:22,8/11/08,39671,982000088068740,22
8/12/08 0:26,8/12/08,39672,982000088068740,22
8/12/08 0:27,8/12/08,39672,982000088068740,21
8/12/08 1:29,8/12/08,39672,982000088068740,11
8/12/08 1:37,8/12/08,39672,982000088068740,12
8/12/08 23:01,8/12/08,39672,982000088068740,22
8/12/08 23:01,8/12/08,39672,982000088068740,22
8/12/08 23:05,8/12/08,39672,982000088068740,22
8/13/08 22:59,8/13/08,39673,982000088068740,22
8/13/08 22:59,8/13/08,39673,982000088068740,22
8/13/08 23:00,8/13/08,39673,982000088068740,21
8/14/08 18:10,8/14/08,39674,982000088068740,11
8/14/08 23:05,8/14/08,39674,982000088068740,12
8/14/08 23:06,8/14/08,39674,982000088068740,22
8/16/08 23:01,8/16/08,39676,982000088068740,22
8/16/08 23:03,8/16/08,39676,982000088068740,21
8/19/08 12:49,8/19/08,39679,982000088068740,12
8/19/08 12:49,8/19/08,39679,982000088068740,22
7/18/08 5:05,7/18/08,39647,982000088068763,first read
7/18/08 5:08,7/18/08,39647,982000088068763,22
7/18/08 5:17,7/18/08,39647,982000088068763,23
7/18/08 5:36,7/18/08,39647,982000088068763,33
8/1/08 23:43,8/1/08,39661,982000088068783,first read
8/2/08 3:44,8/2/08,39662,982000088068783,33
8/2/08 3:44,8/2/08,39662,982000088068783,33
8/3/08 14:39,8/3/08,39663,982000088068783,33
8/3/08 23:56,8/3/08,39663,982000088068783,31
8/4/08 0:14,8/4/08,39664,982000088068783,21
8/4/08 1:00,8/4/08,39664,982000088068783,11
8/4/08 1:05,8/4/08,39664,982000088068783,12
8/4/08 4:06,8/4/08,39664,982000088068783,23
8/4/08 4:06,8/4/08,39664,982000088068783,33
8/6/08 23:07,8/6/08,39666,982000088068783,31
8/6/08 23:08,8/6/08,39666,982000088068783,21
8/7/08 2:38,8/7/08,39667,982000088068783,11
8/7/08 2:47,8/7/08,39667,982000088068783,12
8/9/08 15:05,8/9/08,39669,982000088068783,23
8/9/08 15:05,8/9/08,39669,982000088068783,33
8/9/08 15:07,8/9/08,39669,982000088068783,32
8/9/08 23:30,8/9/08,39669,982000088068783,22
8/9/08 23:49,8/9/08,39669,982000088068783,22
8/10/08 2:50,8/10/08,39670,982000088068783,22
8/10/08 2:51,8/10/08,39670,982000088068783,22
8/10/08 2:55,8/10/08,39670,982000088068783,23
8/11/08 22:59,8/11/08,39671,982000088068783,33
8/11/08 23:02,8/11/08,39671,982000088068783,32
8/11/08 23:44,8/11/08,39671,982000088068783,22
8/11/08 23:46,8/11/08,39671,982000088068783,21
8/11/08 23:46,8/11/08,39671,982000088068783,11
8/12/08 3:41,8/12/08,39672,982000088068783,11
8/12/08 3:51,8/12/08,39672,982000088068783,12
